total_kills,total_deaths,total_planted_bombs,total_defused_bombs,total_wins,total_damage_done,total_money_earned,total_shots_hit,total_shots_fired,total_rounds_played,total_mvps,total_wins_pistolround,total_matches_won,total_kills_ak47,total_kills_m4a1,total_kills_awp,total_kills_glock,total_kills_knife,total_kills_hegrenade,kills_per_round,deaths_per_round,damage_per_round,money_per_round,bomb_plant_rate,bomb_defuse_rate,rifle_kills,rifle_efficiency,awp_efficiency,knife_rate,avg_match_duration,mvp_rate
0.4519055167899594,0.16081419433199887,0.5855965932253969,0.30333890037142636,0.8290372604058847,0.3302425651034583,0.4173427075799514,0.3303408900166245,0.032541894408278045,0.34487223578980036,0.5270002160121688,0.5761184571480662,0.8290372604058847,0.36930972553196517,0.42227585997161143,0.9240572456815208,0.6932773711568233,1.0771706263306418,0.4018211215223159,0.37201966610665665,-0.7806787915955158,-0.029689222711505845,0.24869670535858823,0.5168870920858352,-0.054921193426888046,0.4024611122522969,-0.21139551203800064,1.6048324111089334,1.6104198605704196,-0.6952468171100649,-0.02845764280990536
1.0729616169011191,0.6620402569803843,-0.11602523668552707,0.6038654052900755,0.627708676296192,1.2385685234670598,0.5501322710324774,0.8931188790965222,0.47605081697583557,0.3927979224959391,1.0479909111368177,-0.2063066497581827,0.627708676296192,0.6379803598476335,0.8373326554085961,1.7301986606275406,1.5746213283941342,1.9349862502021047,1.804184537699503,2.2501026442224887,1.2480596206530168,2.313305336610657,0.4803243760113947,-0.9479325148825095,0.4271614383223434,0.7445623240508573,-1.027700861377372,1.7726306212129077,1.7784415467423216,2.0823130352778887,1.2784830678403103
-0.8120656885279754,-0.8542702373571001,-0.47853814809443596,-0.9718403448142117,-0.6256326501331626,-0.8972688081992667,-0.718622343871627,-0.9141538216334826,-0.9550802889148768,-0.7528805604030024,-1.009922334605546,-0.4938867387204132,-0.6256326501331626,-0.696609489529481,-0.8011610287494113,-0.7090904208326507,-0.994667592880712,-0.6594222813941054,-0.6533911999332731,-0.6443966934067163,-1.213079319998793,-1.1364538267328261,-0.024090426969621187,0.8974418108829025,-1.3060729758153935,-0.7612646889880771,0.47773930230164574,0.4640072344075365,0.46290674538623183,-0.506445356094974,-1.5944678397476255
1.5504425644363626,2.0469856080191082,1.3230713484404988,0.38155812767902,0.7808318247739864,1.2117746932539302,2.141935636703022,1.6160171221462927,2.183353797865859,1.516339829549089,0.045083823021868454,1.9129772490805974,0.7808318247739864,1.7169376884279783,1.2616659437193323,0.7628289626923169,2.193030263558123,0.4692824868578194,1.685645139501884,0.14169239747573453,1.6178111876554169,-0.4523475278143933,1.2210319438596926,-0.09044127872775139,-1.228607302298399,1.5503118661155504,0.0069261746235625855,-1.347807816253075,-1.346681898332109,-0.25116927090298763,-1.2712738583107857
0.6303574442454803,0.7651589125950116,1.2862225085445382,0.5441717844500699,0.6050237654105928,0.6912041020179501,0.24177174255169206,0.9169066257945846,1.0855088051978747,0.7627001048791158,1.3605853282116072,1.3533619408297703,0.6050237654105928,0.9312310442399142,0.5791811108647755,0.3714552090832297,0.3653871659655572,0.2725653701053411,0.8484606397312012,-0.3277477456700397,0.09192243330576275,-0.12172674068562428,-1.1107512019142123,0.9507743563090907,-0.2701724760218052,0.7927933840210405,0.6075107550629316,-0.5857384017331357,-0.5855537165043639,1.2896820146021357,1.141339707024058
-0.6989738135295678,-0.8307947495121297,-1.0820623907147624,-0.6445546305534909,-0.9318789470887515,-0.6327156443226123,-1.0205405664288996,-0.5677955599159102,-0.7296793312874797,-0.8586380515062715,-0.8015260565556862,-1.082000974706236,-0.9318789470887515,-0.43819835437622484,-0.4693276265226521,-0.4353184736392182,-0.8981246152328087,-0.33209789860104716,-0.49039952741154724,1.1659461451375033,0.11417071776572915,1.370116318894581,-1.4963007351847706,-1.620869753625761,0.6373336922907658,-0.4630319287201857,2.1970001322616417,1.6348016122298419,1.642079680807454,0.08038081020169384,0.6245585494260671
-1.3613070919974604,-1.3460085162344235,-1.2533597005013897,-1.2991260590749323,-1.439453828154033,-1.31730465220132,-1.338172710702959,-1.364495422561947,-1.3504481545787057,-1.4062969379311543,-1.3746158211928001,-1.2944475269125686,-1.439453828154033,-1.2799047648257886,-1.3280658239784826,-1.3084802728866325,-1.360374171805028,-1.2656979854837107,-1.3180585398270646,0.12979224818503912,1.2675849304718456,0.8887572428588961,-0.06759442613815009,0.3486091546364975,-0.4789843671092353,-1.3328875781321825,0.7714581346735344,-1.0807153523289228,-1.0899747008527556,-0.24589088611356705,-1.4016256382150134
-1.3143346393602322,-1.2729796891508784,-1.1990823552492316,-1.2486952414687207,-1.3940840063828346,-1.3116132679191705,-1.1894783814034557,-1.2995803415954807,-1.2538129576528347,-1.3184147318233619,-1.1662195431429405,-1.2270864249934876,-1.3940840063828346,-1.333980874994336,-1.2138324403045744,-1.2958349173580674,-1.2180066471629585,-1.2656979854837107,-1.207986241500704,-0.7970773526128618,0.4872403125211048,-0.8856099656356224,1.1924173465619898,-0.11083719659816327,-0.7262029586176273,-1.3113169030701408,-0.2285559433003211,-1.6694693228463773,-1.68083055577938,-0.48102214676461186,0.9486108834630124
-1.2022190970956237,-1.206348339124392,-1.227465921115039,-1.266191647576998,-1.2920019073976383,-1.2351089289792887,-1.069403439496561,-1.1618931790447375,-1.1661996431664332,-1.2183574090003841,-1.1141204736304757,-1.0923642211553255,-1.2920019073976383,-1.1905616262864496,-1.1645345067469248,-1.1339743665924353,-1.0969942512171995,-1.0883300933298368,-1.206927854016797,-0.3423960689283424,-0.34658280973050776,-0.9385672506571529,1.2356099113232843,-1.288178360370618,-1.5966236655149637,-1.2074625854961534,-0.3366195051272978,-0.12755929091496945,-0.12440003069021796,0.9769239903666119,0.6044964210448535
-1.107135136965068,-1.1193860238742017,-1.2498739994301502,-1.0871107850569812,-1.1048513925914452,-1.1410400316351685,-1.191037380643207,-1.0064871254455514,-1.0208024500596231,-1.1624625549897605,-0.8145508239338024,-1.0845917863185084,-1.1048513925914452,-1.1234474025990033,-1.0942982035599509,-1.0328115223639152,-1.008014548315906,-0.9867466641871636,-1.136015892595007,0.3037380756651678,0.34583118295071424,-0.3275586016787622,-1.0705555863449656,-1.7715636319371393,-0.3127023995270543,-1.1372972997606356,-0.7136664841703637,0.07769808549168865,0.08167591280581761,-0.41673923671100566,1.3419618727901441
-0.8928301018961429,-0.8632700779627931,-1.1179153160189401,-0.7526206682810874,-0.9659063134171503,-0.9710499223969314,-0.8734453641912239,-0.8169437588172553,-0.7805963520187374,-0.951722352937825,-0.9578232650930809,-0.9110074082962611,-0.9659063134171503,-0.7857388885029366,-0.9766192653900779,-0.8949771471025565,-0.8313898380568387,-0.8787134935116222,-0.973024220073281,0.29541259505272854,0.9191893769126749,-0.5000600921814441,0.25277158815974293,-1.5593692047896,0.5979926228773802,-0.8920217586057344,-0.08837929035387268,-0.524853617435667,-0.5224296146033448,2.0755328914526587,-0.5729413200894118
